Number,CraftType,RecipeLevelTable,ItemResult,AmountResult,ItemIngredient0,AmountIngredient0,ItemIngredient1,AmountIngredient1,ItemIngredient2,AmountIngredient2,ItemIngredient3,AmountIngredient3,ItemIngredient4,AmountIngredient4,ItemIngredient5,AmountIngredient5,ItemIngredient6,AmountIngredient6,ItemIngredient7,AmountIngredient7,ItemIngredient8,AmountIngredient8,ItemIngredient9,AmountIngredient9,IsSecondary,MaterialQualityFactor,DifficultyFactor,QualityFactor,DurabilityFactor,RequiredCraftsmanship,RequiredControl,QuickSynthCraftsmanship,QuickSynthControl,SecretRecipeBook,Quest,CanQuickSynth,CanHq,ExpRewarded,StatusRequired,ItemRequired,IsSpecializationRequired,IsExpert,PatchNumber
16397,3,70,6474,1,5067,2,6220,1,6218,1,6219,1,7047,2,0,0,0,0,0,0,16,1,14,1,0,50,100,50,100,347,0,0,0,0,0,0,0,1,0,0,0,0,0
12007,2,45,6475,1,5074,2,5374,2,5328,2,7007,1,0,0,0,0,0,0,0,0,3,6,5,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19104,6,20,6476,1,5471,4,7030,6,5514,6,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19103,6,20,6477,1,5471,4,7029,6,5514,6,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19105,6,20,6478,1,5471,4,7031,6,5514,6,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19114,6,24,6479,1,5491,12,5230,12,0,0,0,0,0,0,0,0,0,0,0,0,7,2,6,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19131,6,33,6480,1,5472,4,5231,12,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19120,6,28,6481,1,5528,4,5405,6,5229,6,0,0,0,0,0,0,0,0,0,0,7,3,6,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14820,5,39,6482,1,7026,4,5065,2,5064,2,0,0,0,0,0,0,0,0,0,0,6,5,4,4,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19135,6,37,6483,1,7032,1,5371,2,5515,4,0,0,0,0,0,0,0,0,0,0,7,4,6,4,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17931,0,28,6484,1,5371,2,5073,2,5093,2,0,0,0,0,0,0,0,0,0,0,4,3,3,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12003,2,39,6485,1,5079,2,5373,2,5099,2,0,0,0,0,0,0,0,0,0,0,3,5,5,4,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11984,2,16,6486,1,5071,2,5063,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10945,1,33,6487,1,5058,4,5373,2,5093,2,0,0,0,0,0,0,0,0,0,0,2,4,5,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19115,6,25,6488,1,5471,2,5371,2,5092,1,7030,3,5514,3,0,0,0,0,0,0,7,2,6,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19100,6,17,6489,1,5471,2,5367,2,5091,1,7030,3,5514,3,0,0,0,0,0,0,7,1,6,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10942,1,30,6490,1,5058,2,5371,2,5512,2,5998,2,0,0,0,0,0,0,0,0,2,3,5,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17894,0,14,6491,1,5364,4,5091,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17891,0,13,6492,1,5383,1,5515,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17889,0,12,6494,1,5383,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16378,3,55,6497,1,5068,4,5061,4,6162,1,7047,1,5998,4,0,0,0,0,0,0,11,5,-1,0,0,50,100,50,100,275,0,0,0,0,0,0,0,1,0,0,0,0,0
16399,3,70,6498,1,5067,2,5061,4,6163,1,7047,2,5998,4,0,0,0,0,0,0,11,10,-1,0,0,50,100,50,100,347,0,0,0,0,0,0,0,1,0,0,0,0,0
10964,1,50,6501,1,5061,6,5066,6,6164,4,0,0,0,0,0,0,0,0,0,0,2,6,5,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16400,3,70,6502,1,5066,6,5060,2,7006,1,5183,4,0,0,0,0,0,0,0,0,16,1,14,1,0,50,100,50,100,347,0,0,0,0,0,0,0,1,0,0,0,0,0
19116,6,25,6503,1,5461,4,7036,4,0,0,0,0,0,0,0,0,0,0,0,0,7,2,6,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10966,1,55,6504,1,5061,8,5074,2,7033,4,0,0,0,0,0,0,0,0,0,0,8,3,11,2,0,50,100,50,100,275,0,0,0,0,0,0,0,1,0,0,0,0,0
10953,1,45,6505,1,5074,2,5065,4,7033,2,0,0,0,0,0,0,0,0,0,0,2,6,5,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10954,1,45,6506,1,5059,6,5414,6,7033,2,0,0,0,0,0,0,0,0,0,0,2,6,5,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19143,6,46,6507,1,5472,4,5494,4,7034,3,5514,3,0,0,0,0,0,0,0,0,7,6,6,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19144,6,49,6508,1,5472,4,4584,12,7034,3,5514,3,0,0,0,0,0,0,0,0,7,6,6,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19117,6,25,6509,1,5471,4,4576,9,7035,2,5514,3,0,0,0,0,0,0,0,0,7,2,6,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19113,6,24,6510,1,5471,4,4574,9,7035,2,5514,3,0,0,0,0,0,0,0,0,7,2,6,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19111,6,23,6511,1,5471,4,4575,9,7035,2,5514,3,0,0,0,0,0,0,0,0,7,2,6,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16371,3,50,6512,1,7037,4,5414,12,5526,8,0,0,0,0,0,0,0,0,0,0,4,6,2,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10936,1,21,6513,1,5057,2,5368,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17892,0,14,6514,1,5364,2,5503,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17945,0,31,6515,1,5371,3,5503,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13450,4,50,6516,1,5288,2,5376,2,5554,2,5328,1,5447,1,7045,1,0,0,0,0,5,6,4,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13438,4,35,6517,1,5280,1,5371,1,5058,1,5093,1,7043,1,0,0,0,0,0,0,5,4,4,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16348,3,42,6518,1,5066,3,5374,2,5348,1,5337,2,7028,1,0,0,0,0,0,0,4,5,2,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13434,4,28,6519,1,5280,2,5058,2,5064,1,7038,1,0,0,0,0,0,0,0,0,5,3,4,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17927,0,27,6520,1,5371,3,5064,2,7038,1,0,0,0,0,0,0,0,0,0,0,4,3,3,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17990,0,45,6521,1,5376,4,5328,3,7033,1,0,0,0,0,0,0,0,0,0,0,4,6,3,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10969,1,70,6522,1,5060,1,5061,4,5068,3,6219,1,0,0,0,0,0,0,0,0,14,1,17,1,0,50,100,50,100,347,0,0,0,0,0,0,0,1,0,0,0,0,0
10955,1,46,6523,1,5059,4,5376,4,5329,2,5328,2,0,0,0,0,0,0,0,0,2,6,5,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13433,4,15,6524,1,5276,4,5364,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14829,5,42,6525,1,5328,4,5374,4,5066,2,0,0,0,0,0,0,0,0,0,0,6,5,4,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14828,5,42,6529,1,5328,2,5337,2,5348,2,5371,1,5073,1,0,0,0,0,0,0,6,5,4,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13447,4,46,6530,1,5285,2,5373,2,5094,2,5348,2,0,0,0,0,0,0,0,0,5,6,4,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14834,5,45,6531,1,5329,2,5328,2,5374,2,5066,2,0,0,0,0,0,0,0,0,6,6,4,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14832,5,44,6532,1,5328,4,5337,2,5348,3,5371,2,5073,1,0,0,0,0,0,0,6,5,4,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13449,4,48,6533,1,5285,4,5373,3,5094,3,5348,2,0,0,0,0,0,0,0,0,5,6,4,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14841,5,47,6534,1,5329,3,5328,3,5374,3,5066,3,0,0,0,0,0,0,0,0,6,6,4,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13436,4,29,6535,1,5280,4,5371,2,7038,2,0,0,0,0,0,0,0,0,0,0,5,3,4,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16383,3,55,6536,1,5329,4,5378,2,6160,1,7047,1,5066,2,5183,2,0,0,0,0,10,5,-1,0,0,50,100,50,100,275,0,0,0,0,0,0,0,1,0,0,0,0,0
16402,3,70,6537,1,5330,2,5378,2,6161,1,7047,2,5066,2,5183,2,0,0,0,0,10,10,-1,0,0,50,100,50,100,347,0,0,0,0,0,0,0,1,0,0,0,0,0
14803,5,16,6542,1,5325,2,5361,2,5056,2,0,0,0,0,0,0,0,0,0,0,6,1,4,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14806,5,28,6543,1,5326,4,5367,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14810,5,34,6544,1,5327,4,5373,2,5057,2,0,0,0,0,0,0,0,0,0,0,6,4,4,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17908,0,20,6548,1,5367,2,5364,2,5057,1,7021,2,5515,1,0,0,0,0,0,0,4,1,3,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11996,2,32,6549,1,7024,2,5072,2,5371,4,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17943,0,30,6550,1,5371,4,5368,4,7024,2,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17958,0,33,6551,1,5373,4,5058,4,7024,2,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17932,0,28,6552,1,5371,4,5064,2,7024,2,7038,2,0,0,0,0,0,0,0,0,4,3,3,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12012,2,48,6559,1,5074,5,5066,2,7024,2,0,0,0,0,0,0,0,0,0,0,3,6,5,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17934,0,28,6560,1,5371,3,5057,2,5092,2,5515,2,0,0,0,0,0,0,0,0,4,3,3,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17904,0,19,6561,1,5367,2,5364,2,5063,1,5515,1,0,0,0,0,0,0,0,0,4,1,3,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17920,0,25,6562,1,5371,3,5367,2,5063,2,5515,2,0,0,0,0,0,0,0,0,4,2,3,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17933,0,28,6563,1,5371,4,7022,2,7024,2,7038,2,0,0,0,0,0,0,0,0,4,3,3,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10948,1,35,6564,1,5058,2,5093,2,5371,2,5326,2,7043,1,0,0,0,0,0,0,2,4,5,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16352,3,43,6565,1,5066,3,5374,3,5512,2,7028,2,7024,2,0,0,0,0,0,0,4,5,2,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12011,2,48,6566,1,5074,2,5059,3,5374,3,7017,2,0,0,0,0,0,0,0,0,3,6,5,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17989,0,44,6567,1,5374,4,5373,4,5064,2,7017,2,0,0,0,0,0,0,0,0,4,5,3,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17998,0,45,6568,1,5376,3,5374,3,5066,2,5512,2,7017,2,0,0,0,0,0,0,4,6,3,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17935,0,28,6569,1,5371,4,5064,2,7022,2,7038,2,0,0,0,0,0,0,0,0,4,3,3,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10946,1,35,6570,1,5058,3,5093,2,5371,3,7043,1,0,0,0,0,0,0,0,0,2,4,5,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16353,3,43,6571,1,5066,4,5374,6,7028,2,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13452,4,50,6572,1,5288,4,5376,2,5554,2,5328,1,5447,1,7045,1,0,0,0,0,5,6,4,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16338,3,37,6573,1,7009,4,5373,2,7016,4,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17978,0,40,6574,1,5373,8,5485,2,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16343,3,39,6575,1,7009,4,5374,2,7016,4,0,0,0,0,0,0,0,0,0,0,4,5,2,4,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17910,0,21,6576,1,5368,4,5367,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17949,0,31,6577,1,5371,4,5368,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16301,3,20,6578,1,5063,4,5230,3,7016,1,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10961,1,49,6579,1,5059,4,5374,6,5376,2,0,0,0,0,0,0,0,0,0,0,2,6,5,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10947,1,35,6580,1,5058,2,5093,4,5371,2,7043,1,0,0,0,0,0,0,0,0,2,4,5,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16351,3,42,6581,1,5066,4,5374,2,7024,4,7028,2,0,0,0,0,0,0,0,0,4,5,2,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13453,4,50,6582,1,5288,3,5376,1,5554,4,5328,1,5447,1,7045,1,0,0,0,0,5,6,4,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10957,1,47,6583,1,5059,4,7009,2,5512,2,5998,2,0,0,0,0,0,0,0,0,2,6,5,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18005,0,49,6584,1,5376,4,5374,2,5512,2,5998,2,0,0,0,0,0,0,0,0,4,6,3,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10952,1,45,6585,1,5059,3,5066,2,7009,1,5512,2,5998,2,0,0,0,0,0,0,2,6,5,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16312,3,27,6586,1,5064,2,5998,3,7038,1,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14845,5,55,6587,1,5329,3,5378,1,5061,3,5998,6,7047,1,0,0,0,0,0,0,12,3,10,2,0,50,100,50,100,275,0,0,0,0,0,0,0,1,0,0,0,0,0
16367,3,50,6588,1,5066,3,5285,3,5998,4,7047,1,0,0,0,0,0,0,0,0,4,6,2,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16393,3,70,6589,1,5067,1,7009,1,5065,5,5998,6,7047,2,0,0,0,0,0,0,4,8,2,7,0,50,100,50,100,347,0,0,0,0,0,0,0,1,0,0,0,0,0
18006,0,49,6590,1,6634,1,5376,4,5059,4,0,0,0,0,0,0,0,0,0,0,8,2,-1,0,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16372,3,50,6591,1,7009,6,5061,3,5374,2,5512,1,6494,1,0,0,0,0,0,0,4,6,2,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18008,0,50,6592,1,5378,4,5376,3,5368,3,7008,3,6494,1,0,0,0,0,0,0,4,6,3,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16373,3,50,6593,1,7009,6,5068,3,7010,9,4858,1,6494,1,0,0,0,0,0,0,4,6,2,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19098,6,13,6594,1,5513,9,5342,3,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19107,6,22,6595,1,5471,3,5513,6,7031,2,5514,1,0,0,0,0,0,0,0,0,7,2,6,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16366,3,49,6596,1,5066,4,5374,3,5285,2,5512,1,0,0,0,0,0,0,0,0,4,6,2,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16382,3,55,6597,1,5068,2,5065,3,5373,1,7037,4,7046,1,0,0,0,0,0,0,10,3,8,2,0,50,100,50,100,275,0,0,0,0,0,0,0,1,0,0,0,0,0
16401,3,70,6598,1,5067,1,7010,9,5074,2,7038,4,7046,2,0,0,0,0,0,0,16,1,14,1,0,50,100,50,100,347,0,0,0,0,0,0,0,1,0,0,0,0,0
16363,3,48,6599,1,7010,9,5066,4,5056,6,5174,12,5487,9,0,0,0,0,0,0,4,6,2,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11995,2,32,6601,1,5073,2,5371,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10932,1,17,6602,1,5057,2,5367,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17888,0,12,6603,1,5364,2,5056,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11997,2,34,6604,1,5073,1,5093,1,5371,1,5485,1,7043,1,0,0,0,0,0,0,3,4,5,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12015,2,70,6605,1,5060,1,5068,6,5512,2,6218,1,0,0,0,0,0,0,0,0,15,1,17,1,0,50,100,50,100,347,0,0,0,0,0,0,0,1,0,0,0,0,0
10938,1,24,6606,1,5057,2,5368,2,5515,2,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17970,0,37,6607,1,5373,2,5371,2,5485,2,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18003,0,47,6608,1,5376,4,5066,4,5328,2,0,0,0,0,0,0,0,0,0,0,4,6,3,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16349,3,42,6609,1,5066,4,5374,3,7028,1,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11999,2,34,6610,1,5073,2,5093,1,5371,2,5485,1,0,0,0,0,0,0,0,0,3,4,5,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11989,2,25,6611,1,5072,2,5092,1,5368,2,5515,1,0,0,0,0,0,0,0,0,3,2,5,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11986,2,20,6612,1,5072,2,5092,1,5367,2,5515,1,0,0,0,0,0,0,0,0,3,1,5,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17926,0,26,6613,1,5371,6,5058,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16356,3,44,6614,1,5066,2,5374,4,5328,2,7028,2,0,0,0,0,0,0,0,0,4,5,2,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17936,0,29,6615,1,5371,4,5326,2,7038,2,0,0,0,0,0,0,0,0,0,0,4,3,3,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12010,2,46,6616,1,5074,2,5094,2,5376,2,7017,2,0,0,0,0,0,0,0,0,3,6,5,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17982,0,41,6617,1,5374,6,5064,2,5485,2,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17971,0,38,6618,1,5373,4,5371,2,5485,2,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11993,2,29,6619,1,5073,1,5093,1,5371,3,7038,2,0,0,0,0,0,0,0,0,3,3,5,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10956,1,46,6620,1,5094,2,5376,6,7033,2,0,0,0,0,0,0,0,0,0,0,2,6,5,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17944,0,30,6621,1,5371,3,5058,3,5515,2,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17915,0,23,6622,1,5368,3,5063,3,5515,2,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17959,0,33,6623,1,5373,3,5063,3,5515,2,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17895,0,15,6624,1,5364,2,5062,2,5515,2,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10943,1,30,6625,1,5058,2,5064,2,5326,2,7038,2,0,0,0,0,0,0,0,0,2,3,5,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10949,1,35,6626,1,5371,3,5058,2,5093,1,7043,1,0,0,0,0,0,0,0,0,2,4,5,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17950,0,32,6627,1,5371,3,5058,1,5093,1,5485,1,0,0,0,0,0,0,0,0,4,3,3,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17962,0,34,6628,1,5373,3,5371,2,5485,1,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17981,0,41,6629,1,5374,4,7022,2,5485,2,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10950,1,41,6630,1,5058,3,5374,4,5328,3,0,0,0,0,0,0,0,0,0,0,2,5,5,4,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13440,4,38,6631,1,5284,2,5373,4,5058,2,0,0,0,0,0,0,0,0,0,0,5,4,4,4,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10958,1,47,6632,1,5059,2,5376,4,5066,1,5328,3,0,0,0,0,0,0,0,0,2,6,5,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16357,3,44,6633,1,5066,3,5374,4,5328,1,7028,2,0,0,0,0,0,0,0,0,4,5,2,5,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12013,2,48,6634,1,5074,2,5376,2,7014,2,7038,2,0,0,0,0,0,0,0,0,3,6,5,6,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16300,3,15,6635,1,5063,1,5999,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11983,2,14,6636,1,5071,1,5324,1,5999,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17912,0,22,6637,1,5405,6,5325,2,5999,2,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16309,3,24,6638,1,5064,2,5512,2,5998,2,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19108,6,23,6639,1,5471,2,7029,3,5057,3,0,0,0,0,0,0,0,0,0,0,7,2,6,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19109,6,23,6640,1,5471,2,7030,3,5367,3,0,0,0,0,0,0,0,0,0,0,7,2,6,1,0,50,100,50,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0
